"","numberPerDocket","numberOfCommentsReceived","organization","submitterName","title","commentText","docketTitle"
"603",1678211,2900,NA,NA,"Mass Comment Campaign sponsored by Physicians for Social Responsibility (PSR). Sample attached (email)","See Attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"604",1678211,118,NA,NA,"Mass Comment Campaign sponsoring organization unknown. Sample attached (email)","See Attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"605",1678211,183,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"606",1678211,4390,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"607",1678211,808,NA,NA,"Mass Comment Campaign sponsored by Conservation Colorado (web)","Attached is a petition signed by 808 Conservation Colorado members in response to the Environmental Protection Agency's proposed two year stay of certain requirements that are contained within the Final Rule titled ""Oil and Natural Gas Sector: Emission Standards for New, Reconstructed, and Modified Sources,"" published in the Federal Register on June 3, 2016 (2016 Rule). Conservation Colorado is submitting a petition signed by 808 members as separate public comments into the record urging the Environmental Protection Agency to move forward on the implementation of the 2016 rule immediately.","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"608",1678211,132,NA,NA,"Mass Comment Campaign sponsored by Alliance of Nurses for Healthy Environments (email)","See Attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"609",1678211,4385,NA,NA,"Mass Comment Campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"610",1678211,186,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"611",1678211,16625,NA,NA,"Mass Comment Campaign sponsored by Natural Resources Defense Council (NRDC). Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"612",1678211,45791,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"613",1678211,763,NA,NA,"Mass Comment Campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"614",1678211,7312,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"615",1678211,7027,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"616",1678211,16394,NA,NA,"Mass Comment Campaign sponsored by National Audubon Society. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"617",1678211,2342,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"618",1678211,1216,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"619",1678211,155,NA,NA,"Mass Comment Campaign sponsored by National Wildlife Federation Action Fund (NWA).  Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"620",1678211,5932,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"621",1678211,14617,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"622",1678211,2101,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"623",1678211,160,NA,NA,"Mass comment campaign sponsoring organization unknown. Samples attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"624",1678211,238,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"625",1678211,10424,NA,NA,"Mass Comment Campaign sponsoring organization unknown. Sample attached (email)","See Attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
"626",1678211,572,NA,NA,"Mass Comment Campaign sponsoring organization unknown. Sample attached (email)","See Attached","Oil and Natural Gas Sector -- New Source Performance Standards, National Emission Standards for Hazardous Air Pollutants, and Control Techniques Guidelines"
